idsubproduto,nome_produto,n_lacunas,lacunas
3948,BICO DE CORTE 1502 N.10 OXIGENIO/ACETILENO *,4,especificacao_tecnica;pagina_web;manual;fotos
3949,BICO DE CORTE 1502 N.12 OXIGENIO/ACETILENO *,4,especificacao_tecnica;pagina_web;manual;fotos
3951,ADAPTADOR SDS - PLUS P / MANDRIL *,4,especificacao_tecnica;pagina_web;manual;fotos
3953,CUNHA DE MADEIRA,4,especificacao_tecnica;pagina_web;manual;fotos
3957,PREGO C/ 2 CABECAS 18 X 27 *,4,especificacao_tecnica;pagina_web;manual;fotos
3965,FECHADURA STAM 603/07 BUZ ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
3966,NUCLEO ADAPTADOR P/ARAME MIG *,4,especificacao_tecnica;pagina_web;manual;fotos
410,ALAVANCA C/ CAVALETE *,4,especificacao_tecnica;pagina_web;manual;fotos
411,ALAVANCA SIMPLES *,4,especificacao_tecnica;pagina_web;manual;fotos
4452,MAQ SOLDA AWT MIG SEM GAS MIG 140EF BIVOLT,4,especificacao_tecnica;pagina_web;manual;fotos
4468,LAPIS P/ CARPINTEIRO *,4,especificacao_tecnica;pagina_web;manual;fotos
4492,DIFUSOR DE GAS MB 24 KD ( MIG / MAG ) *,4,especificacao_tecnica;pagina_web;manual;fotos
4516,CARVAO MAKITA 366 - B LIXADEIRA *,4,especificacao_tecnica;pagina_web;manual;fotos
455,EMPOSTA GALVANIZADA 18 ( 4 METROS ),4,especificacao_tecnica;pagina_web;manual;fotos
456,CILINDRO STAM 803/804/1801 (C/PARAF.) - CROMADO,4,especificacao_tecnica;pagina_web;manual;fotos
460,CARVAO MAKITA (373) 0112 *,4,especificacao_tecnica;pagina_web;manual;fotos
4709,REGULADOR CO² FRGC 150 N *,4,especificacao_tecnica;pagina_web;manual;fotos
4736,INVERSOR ESAB LHN 242I PLUS,4,especificacao_tecnica;pagina_web;manual;fotos
4822,CAPACETE AZUL C / CARNEIRA *,4,especificacao_tecnica;pagina_web;manual;fotos
4823,CAPACETE 800 CINZA C/ CARNEIRA *,4,especificacao_tecnica;pagina_web;manual;fotos
4853,CANECO PLASTICO DE PISTOLA PINTURA PDV 90 *,4,especificacao_tecnica;pagina_web;manual;fotos
4876,GUIA PARA MOLA DE PORTA DE ACO *,4,especificacao_tecnica;pagina_web;manual;fotos
490,FECHADURA STAM 803/03-02 INOX BRANCA *,4,especificacao_tecnica;pagina_web;manual;fotos
4959,FECHADURA STAM 1800/21 ACETINADO ( TETRA ) *,4,especificacao_tecnica;pagina_web;manual;fotos
525,FECHADURA STAM 1003 ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
526,FECHADURA STAM 1201 PORTA DE ACO *,4,especificacao_tecnica;pagina_web;manual;fotos
529,FECHADURA STAM 1008 BATER CORRER INOX,4,especificacao_tecnica;pagina_web;manual;fotos
530,FECHADURA STAM 201 PORTA DE ACO *,4,especificacao_tecnica;pagina_web;manual;fotos
531,FECHADURA STAM 401/07 ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
532,FECHADURA STAM 501/03-02 ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
535,FECHADURA STAM 601/03-02 ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
536,FECHADURA STAM 701 *,4,especificacao_tecnica;pagina_web;manual;fotos
537,FECHADURA STAM 803/03-02 ESP INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
538,FECHADURA STAM 803/03-04 COLONIAL *,4,especificacao_tecnica;pagina_web;manual;fotos
539,FECHADURA STAM 803/03-02 GRAFITE *,4,especificacao_tecnica;pagina_web;manual;fotos
540,FECHADURA STAM 803/03-02 OXIDADO *,4,especificacao_tecnica;pagina_web;manual;fotos
541,FECHADURA STAM 813 COLONIAL P/ QUARTO *,4,especificacao_tecnica;pagina_web;manual;fotos
542,FECHADURA STAM 813/03 P/ QUARTO *,4,especificacao_tecnica;pagina_web;manual;fotos
544,FECHADURA STAM 901 ( BICO PAPAGAIO ) *,4,especificacao_tecnica;pagina_web;manual;fotos
545,FECHADURA STAM 1501/06 COLONIAL *,4,especificacao_tecnica;pagina_web;manual;fotos
56,"ROLDANA RED 1/2 PINO (2"") * (021301)",4,especificacao_tecnica;pagina_web;manual;fotos
5619,MARTELO ROMPEDOR VONDER MRV 1500 220 V *,4,especificacao_tecnica;pagina_web;manual;fotos
5640,TAMPA P/CALHA J-40 ( ESQUERDO ) *,4,especificacao_tecnica;pagina_web;manual;fotos
5663,FECHADURA 3F 501 *,4,especificacao_tecnica;pagina_web;manual;fotos
5664,FECHADURA 3F ( BICO PAPAGAIO ) *,4,especificacao_tecnica;pagina_web;manual;fotos
5675,SERRA MARMORE MAKITA 4100NH 3ZX2 127V - S/MALETA,4,especificacao_tecnica;pagina_web;manual;fotos
5692,DISCO DIAMANTADO NORTON SEGMENTADO CLASSIC *,4,especificacao_tecnica;pagina_web;manual;fotos
5696,CHUMBADOR CBA 56075 *,4,especificacao_tecnica;pagina_web;manual;fotos
5710,SERRA TICO TICO BS 324 BI-METAL *,4,especificacao_tecnica;pagina_web;manual;fotos
5761,DISCO DIAMANTADO IRWIN REFRIG.LISO 13891 *,4,especificacao_tecnica;pagina_web;manual;fotos
5762,DISCO DIAMANTADO IRWIN REFRIG.SEGMENTADO 13892 *,4,especificacao_tecnica;pagina_web;manual;fotos
5763,DISCO DIAMANTADO IRWIN REFRIG.TURBO 13893 *,4,especificacao_tecnica;pagina_web;manual;fotos
5765,"CAMARA DE AR 3,25 X 8 *",4,especificacao_tecnica;pagina_web;manual;fotos
5766,BOBINA VAZIA *,4,especificacao_tecnica;pagina_web;manual;fotos
5768,MASCARA DE SOLDA  AUTOMATICA OPTIARC 120,4,especificacao_tecnica;pagina_web;manual;fotos
5769,MASCARA DE SOLDA AUTOMATICA SPECTRA 360,4,especificacao_tecnica;pagina_web;manual;fotos
5772,MASCARA DE SOLDA AUTOMATICA SPECTRA 180,4,especificacao_tecnica;pagina_web;manual;fotos
5778,LENTE EXTERNA MASTER WELD VISION *,4,especificacao_tecnica;pagina_web;manual;fotos
5789,FECHADURA STAM 1006 PORTA BATER/CORRER ROS. QUAD. CROMADA *,4,especificacao_tecnica;pagina_web;manual;fotos
5790,FECHADURA STAM 1006 PORTA BATER/CORRER ROS. RED. INOX *,4,especificacao_tecnica;pagina_web;manual;fotos
5798,OCULOS SUMMER AMBAR *,4,especificacao_tecnica;pagina_web;manual;fotos
5799,OCULOS SUMMER FUME *,4,especificacao_tecnica;pagina_web;manual;fotos
5800,OCULOS SUMMER INCOLOR *,4,especificacao_tecnica;pagina_web;manual;fotos
5801,OCULOS SUMMER RAYBAN *,4,especificacao_tecnica;pagina_web;manual;fotos
5810,CAIXA DE FERRAMENTAS VONDER - VD-4038,4,especificacao_tecnica;pagina_web;manual;fotos
5815,TELHA FORRO ISOPOR PINTADA 2 FACE BRANCO MT *#,4,especificacao_tecnica;pagina_web;manual;fotos
5828,MAQUINA SOLDA DV INVERS MANUAL DENVER MINI *,4,especificacao_tecnica;pagina_web;manual;fotos
5833,FECHADURA DE PORTAO SOBREPOR TETRA 3F *,4,especificacao_tecnica;pagina_web;manual;fotos
5849,BOTA ELASTICO 42 - MARLUVAS,4,especificacao_tecnica;pagina_web;manual;fotos
5868,CAPACETE 800 BRANCO C/ CARNEIRA *,4,especificacao_tecnica;pagina_web;manual;fotos
5871,FURADEIRA IMPAC BOSCH GSB 550 RE 11A0 127V *,4,especificacao_tecnica;pagina_web;manual;fotos
5897,INVERSOR DE SOLDA MMA CORTE PLASMA CUT-500 PRO 220V,4,especificacao_tecnica;pagina_web;manual;fotos
59,"ROLDANA U 3/4 PINO (3"") (091352)",4,especificacao_tecnica;pagina_web;manual;fotos
590,GARRA NEGATIVA 300 *,4,especificacao_tecnica;pagina_web;manual;fotos
5900,"ROLDANA U 1/2 BG CX FECHADA (2.1/2"") (980321) *",4,especificacao_tecnica;pagina_web;manual;fotos
5905,RESPIRADOR DOBRAVEL PFF2-S/ VALVULA *,4,especificacao_tecnica;pagina_web;manual;fotos
5912,MAQ.SOLDA DV INVERS. MANUAL VELOCCE PLUS *,4,especificacao_tecnica;pagina_web;manual;fotos
5913,MAQ.SOLDA DV INVERS. MANUAL AGILLE SUPER DM4-160 *,4,especificacao_tecnica;pagina_web;manual;fotos
5914,MAQ.SOLDA DV INVERS. MIG FORZA SUPER M DW2-250-K *,4,especificacao_tecnica;pagina_web;manual;fotos
5915,DENVER ULTRA SUPER BIVOLT,4,especificacao_tecnica;pagina_web;manual;fotos
5920,BICO MISTURADOR PARA CHUMBADOR QUIMICO *,4,especificacao_tecnica;pagina_web;manual;fotos
5921,PISTOLA DE GESSO FAI72N COM REGULAGEM *,4,especificacao_tecnica;pagina_web;manual;fotos
5932,BOTA SEG CADARC VAQUETA CHOCOLATE Nº 40 DALLAS,4,especificacao_tecnica;pagina_web;manual;fotos
5937,BOTA SEG CADARC NOBUK CAFE Nº 40 KALA,4,especificacao_tecnica;pagina_web;manual;fotos
5942,JAQUETA/CONE P/CHUMB 1/4 *,4,especificacao_tecnica;pagina_web;manual;fotos
5943,JAQUETA/CONE P/CHUMB 5/16 *,4,especificacao_tecnica;pagina_web;manual;fotos
5945,PROLONGADOR CHUMBADOR 1/4,4,especificacao_tecnica;pagina_web;manual;fotos
5955,RODA C/ PNEU CAMARA *,4,especificacao_tecnica;pagina_web;manual;fotos
5956,RODA C/ PNEU MACICO *,4,especificacao_tecnica;pagina_web;manual;fotos
5961,RODA C/ ROLETE P. CAMARA *,4,especificacao_tecnica;pagina_web;manual;fotos
5963,RODA C/ ROLETE P. MACICO *,4,especificacao_tecnica;pagina_web;manual;fotos
5966,EIXO PARA CARRINHO,4,especificacao_tecnica;pagina_web;manual;fotos
5967,MANCAL PARA CARRINHO,4,especificacao_tecnica;pagina_web;manual;fotos
5968,ESPACADORES DE EIXO PARA CARRINHO,4,especificacao_tecnica;pagina_web;manual;fotos
5980,LENTE INTERNA TITANIUM*,4,especificacao_tecnica;pagina_web;manual;fotos
5984,PARAFUSADEIRA / FURADEIRA BOSCH GSR 180 BATERIA BIV 18V - PR,4,especificacao_tecnica;pagina_web;manual;fotos
599,GONZO C/ ABA N.03 3/4 *,4,especificacao_tecnica;pagina_web;manual;fotos
5992,MACARICO GAS PORTATIL,4,especificacao_tecnica;pagina_web;manual;fotos
600,GONZO C/ ABA N.02 5/8 *,4,especificacao_tecnica;pagina_web;manual;fotos
6003,BOTA SEG VELCRO NOBUCK PRETO 39 MARLUVAS,4,especificacao_tecnica;pagina_web;manual;fotos
6006,BOTA SEG VELCRO NOBUCK PRETO 42 MARLUVAS,4,especificacao_tecnica;pagina_web;manual;fotos
6009,BOTA ELASTICO VQ BICO N 42 MARLUVAS,4,especificacao_tecnica;pagina_web;manual;fotos
6022,BOTA ELASTICO SEG PU PRETA 41 (1103) DALLAS,4,especificacao_tecnica;pagina_web;manual;fotos
6028,BOTA ELASTICO 43,4,especificacao_tecnica;pagina_web;manual;fotos
6029,BOTA ELASTICO SEG PU PRETA 40 (1103) DALLAS,4,especificacao_tecnica;pagina_web;manual;fotos
6035,BOTA ELASTICO 42,4,especificacao_tecnica;pagina_web;manual;fotos
6060,CADEADO PORTA AÇO DOVALE KING VERDE,4,especificacao_tecnica;pagina_web;manual;fotos
6062,HANDYARC 132I BIVOLT,4,especificacao_tecnica;pagina_web;manual;fotos
6068,FECHADURA STAM 1006S - PORTA DE CORRER - BANHEIRO - CLASSIC,4,especificacao_tecnica;pagina_web;manual;fotos
6093,RODIZIO FIXO 312 PRETO CORAL C PL 80X105 RODA BP (6240) ATE,4,especificacao_tecnica;pagina_web;manual;fotos
6103,FECHADURA STAM 603/11 1/2 MAÇANETA INOX,4,especificacao_tecnica;pagina_web;manual;fotos
6104,FECHADURA STAM 603/11 1/2 MAÇANETA BRANCA,4,especificacao_tecnica;pagina_web;manual;fotos
6107,CARVAO P/ SERRA MARMORE BOSCH 1551.3 ( 417),4,especificacao_tecnica;pagina_web;manual;fotos
6116,CHUMBADOR QUIMICO WURTH 300,4,especificacao_tecnica;pagina_web;manual;fotos
6122,BUCHA D6 PARAF CABECA CHATA FISHER C/100,4,especificacao_tecnica;pagina_web;manual;fotos
6126,MAQ.SOLDA TWI-180 TERRA INVERS BIVOLT 110/220V,4,especificacao_tecnica;pagina_web;manual;fotos
6128,OCULOS ADVENTURE INCOLOR 140 *,4,especificacao_tecnica;pagina_web;manual;fotos
6131,"ELETRODO ELETRON 2,5",4,especificacao_tecnica;pagina_web;manual;fotos
6132,"ELETRODO ELETRON 3,25",4,especificacao_tecnica;pagina_web;manual;fotos
6136,DISCO DE REMOCAO STRIP DISC NORTON,4,especificacao_tecnica;pagina_web;manual;fotos
6137,DISCO CORTE DIAMANTADO ACO NORTON,4,especificacao_tecnica;pagina_web;manual;fotos
6139,INVERSOR DE SOLDA OTTIMA SUPER,4,especificacao_tecnica;pagina_web;manual;fotos
6143,MASCARA DE SOLDA PROF TITANIUM CONTROL,4,especificacao_tecnica;pagina_web;manual;fotos
6194,OLEO TIPO SINGER,4,especificacao_tecnica;pagina_web;manual;fotos
6203,FURADEIRA IMPAC BOSCH GSB 450 RE 127V *,4,especificacao_tecnica;pagina_web;manual;fotos
650,VIDRO REDONDO PRETO N.6 ( PAR ) *,4,especificacao_tecnica;pagina_web;manual;fotos
718,MACANETA STAM,4,especificacao_tecnica;pagina_web;manual;fotos
722,MACHO WW AC 3/16 *,4,especificacao_tecnica;pagina_web;manual;fotos
723,MACHO WW AC 5/16 *,4,especificacao_tecnica;pagina_web;manual;fotos
760,MASCARA DE SOLDA MANUAL 620 ( ESCUDO ) *,4,especificacao_tecnica;pagina_web;manual;fotos
826,MOLA PARA PORTA COIMBRA GRANDE OURO 453 *,4,especificacao_tecnica;pagina_web;manual;fotos
827,MOLA COIMBRA OURO 454 SIMPLES *,4,especificacao_tecnica;pagina_web;manual;fotos
901,PATAMAR CARACOL 60CM,4,especificacao_tecnica;pagina_web;manual;fotos
904,PATAMAR CARACOL 80CM,4,especificacao_tecnica;pagina_web;manual;fotos
933,"ROLDANA RED 1/2 CX FECHADA (2"") (020311) *",4,especificacao_tecnica;pagina_web;manual;fotos
936,"ROLDANA V PINO (2.1/2"") (011302) *",4,especificacao_tecnica;pagina_web;manual;fotos
937,"ROLDANA V CX FECHADA (2.1/2"") (010312) *",4,especificacao_tecnica;pagina_web;manual;fotos
938,"ROLDANA RED 5/8 CX FECHADA (2.1/2"") (030312) *",4,especificacao_tecnica;pagina_web;manual;fotos
940,ABRACADEIRA TIPO COPO 3'' *,4,especificacao_tecnica;pagina_web;manual;fotos
945,FECHO FIO REDONDO FG 3'' *,4,especificacao_tecnica;pagina_web;manual;fotos
958,SERRA MAQUINA RS 1414-5 *,4,especificacao_tecnica;pagina_web;manual;fotos
959,SERRA MAQUINA RS 1214-5 *,4,especificacao_tecnica;pagina_web;manual;fotos
960,SERRA MAQUINA RS 1210-5 *,4,especificacao_tecnica;pagina_web;manual;fotos
961,SERRA MAQUINA RS 1410-5 *,4,especificacao_tecnica;pagina_web;manual;fotos
967,"ROLDANA V CX ABERTA (2.1/2"") * (010332)",4,especificacao_tecnica;pagina_web;manual;fotos
971,"ROLDANA V CX FECHADA (3"") (010313) *",4,especificacao_tecnica;pagina_web;manual;fotos
974,"ROLDANA V PINO (4"") * ( 011305)",4,especificacao_tecnica;pagina_web;manual;fotos
976,"ROLDANA V PINO (6"") * ( 011307)",4,especificacao_tecnica;pagina_web;manual;fotos
1000,TALHADEIRA 12'',3,pagina_web;manual;fotos
1003,GARRA NEGATIVA TIPO C - 600A,3,pagina_web;manual;fotos
10033,BOTA TESTE 44,3,especificacao_tecnica;pagina_web;manual
10035,BOBINA 57 X 30 1 VIA MAQUI CALC,3,pagina_web;manual;fotos
10037,PAPEL CHAMEX A4 OFFICE 210X297 75G C/500,3,pagina_web;manual;fotos
10041,CORRETIVO LIQ ATIMA  18 ML RADEX,3,pagina_web;manual;fotos
10043,PANO DE CHÃO 100% ALGODÃO 45X70 78GRLL9,3,pagina_web;manual;fotos
10045,BOBINA TERMICA BRANCA 80 X40 48G,3,pagina_web;manual;fotos
10047,PAPEL HIG ROLÃO FSIMPLES 8X300 LUXO NOBRE,3,pagina_web;manual;fotos
10049,DISCO DE CORTE 7'' BESTFER,3,pagina_web;manual;fotos
1005,VIDRO REDONDO INCOLOR 50 MM ( PAR ) *,3,pagina_web;manual;fotos
10053,MULTI USO TRADICIONAL 500ML VEJA,3,pagina_web;manual;fotos
1006,VIDRO RETANGULAR BRANCO P/ MASCARA 51X 108 MM *,3,pagina_web;manual;fotos
10063,CLIPS 2/0 CX 500 GALV REF 1006-3 BACCHI,3,pagina_web;manual;fotos
10067,BOM AR LAVANDA 360 ML,3,pagina_web;manual;fotos
10069,SERRA VIDEA 4 .1/2,3,pagina_web;manual;fotos
1007,VIDRO RETANGULAR PRETO P/ MASCARA 50 X 107 MM N.10 *,3,pagina_web;manual;fotos
10071,INSETICIDA 380ML SBP,3,pagina_web;manual;fotos
10073,PAPALE TOALHA INTERF 20X21 BRLUXO PAPELEX,3,pagina_web;manual;fotos
10075,SABONETE 5L ERVA DOCE PREMISSE,3,pagina_web;manual;fotos
10077,ALCOOL LIQUIDO 70% INPM 5L MONTENEGRO,3,pagina_web;manual;fotos
10079,"AGUA SANITARIA 2,5% 5L",3,pagina_web;manual;fotos
1008,VIDRO RETANGULAR PRETO P/ MASCARA 50 X 107 MM N.12 *,3,pagina_web;manual;fotos
10081,LIMPADOR PERFUMADO 500ML CASA E PERFUME,3,pagina_web;manual;fotos
10085,TALHADEIRA ACO CROMADO 1/2X 12'' *,3,pagina_web;manual;fotos
10087,"ELETRODO DENVER INOX 3,25MM 308",3,pagina_web;manual;fotos
10092,"TELA SOLDADA Q503 8,00 10X10 2,45X6,00",3,pagina_web;manual;fotos
10094,ARRUELA LISA 5/16,3,pagina_web;manual;fotos
10096,GOIVA GALVANIZADA PARA HASTE,3,pagina_web;manual;fotos
10098,PORCA GALVANIZADA  1/4 PARA HASTE,3,pagina_web;manual;fotos
1010,ABRACADEIRA S/FIM 3/4 X 1'' 19 X 25MM *,3,pagina_web;manual;fotos
10108,"SERRA CIRCULAR HSS P5,0 ( POLICORTE OITICICA )",3,pagina_web;manual;fotos
1011,SERRA MARMORE BOSCH GDC 150 220 V *,3,pagina_web;manual;fotos
1012,SOLDA P/ RADIO EMAVI 1MM X + - 4M *,3,pagina_web;manual;fotos
10142,MULTIUSO TRAD.500ML VEJA,3,pagina_web;manual;fotos
10144,PAPEL CHAMEX A4 OFFICE 210 X 297 75G C/500,3,pagina_web;manual;fotos
10146,LIMPADOR PERFUMES NAT 500ML LAVANDA VEJA,3,pagina_web;manual;fotos
10152,"PANO MULTIUSO ROLO AZ 0,28X300M PICOTADO",3,pagina_web;manual;fotos
10154,PANO DE CHAO 100% ALGODAO 45 X 70 78GR,3,pagina_web;manual;fotos
10156,SACO DE LIXO 60 LTS C/100 50 X60X03,3,pagina_web;manual;fotos
10158,DESINFETANTE BRUTO 5L LYSOFORM,3,pagina_web;manual;fotos
10160,"AGUA SANITARIA 2,5% 5L MAROX",3,pagina_web;manual;fotos
10162,DETERGENTE 500ML LIMÃO VITRAL,3,pagina_web;manual;fotos
10166,PORCA ALUMINIO 1/4 PARA HASTE,3,pagina_web;manual;fotos
10172,SILICONE PU BRANCO  400G WURTH,3,pagina_web;manual;fotos
10198,BOTA ELASTICO N 42 MARLUVAS EVA,3,pagina_web;manual;fotos
10200,BOTA ELASTICO N 43 MARLUVAS EVA,3,pagina_web;manual;fotos
10206,"PERFIL U ENRIJ 150 X 60 X 20 X 2,00MM",3,pagina_web;manual;fotos
1021,ABRACADEIRA S/FIM 2'' X 2.1/2 51 X 64 *,3,pagina_web;manual;fotos
10210,CHAVE HEXOGONAL 16 MM CURTA -BELZER,3,pagina_web;manual;fotos
10212,FITA ADESIVA ALUM. 10CM X 10M BARONE *,3,pagina_web;manual;fotos
10214,FITA ADESIVA ALUM. 15CM X 10M BARONE *,3,pagina_web;manual;fotos
10216,FITA ADESIVA ALUM. 20CM X 10M BARONE *,3,pagina_web;manual;fotos
10220,CANTONEIRA  2 X 5/16,3,pagina_web;manual;fotos
10221,TRENA EMBORRACHADA 3M X 16MM RANGER,3,pagina_web;manual;fotos
10229,"PERFIL U SIMPLES 4'' X 2,65 MM ( ABA 50 )",3,pagina_web;manual;fotos
10233,CAIXA DE FERRAMENTA 5 GAVETAS WORK,3,pagina_web;manual;fotos
10239,SILICONE PU 40 PRETO 400G,3,pagina_web;manual;fotos
10241,SILICONE PU BRANCO 400G,3,pagina_web;manual;fotos
10251,LIXEIRA DE ACO COM PEDESTAL BRANCA,3,pagina_web;manual;fotos
10255,"GALVANITEX CINZA CLARO FOSCO 0,9",3,especificacao_tecnica;pagina_web;manual
10272,PANO DE CHAO 45 X 70,3,pagina_web;manual;fotos
10274,SACO DE LIXO 60 LITROS,3,pagina_web;manual;fotos
10278,DETERGENTE 500 ML,3,pagina_web;manual;fotos
10284,COLETE REFLETIVO AM 2 BOLSOS TAM G WORKER,3,pagina_web;manual;fotos
10286,COLETE REFLETIVO AM 4 BOLSOS TAM G WORKER,3,pagina_web;manual;fotos
10292,COLETE REFLETIVO POLIESTER AM FLUOR TAM UNICO KALA,3,pagina_web;manual;fotos
10294,COLETE REFLETIVO POLIESTER AM FLUOR TAM UNICO WORKER,3,pagina_web;manual;fotos
10300,GALOCHA  CANO MEDIO S PVC  39,3,pagina_web;manual;fotos
10302,GALOCHA  CANO MEDIO S PVC  40,3,pagina_web;manual;fotos
10304,GALOCHA  CANO MEDIO S PVC  41,3,pagina_web;manual;fotos
10306,GALOCHA  CANO MEDIO S PVC  42,3,pagina_web;manual;fotos
10308,GALOCHA  CANO MEDIO S PVC  43,3,pagina_web;manual;fotos
10310,GALOCHA  CANO MEDIO S PVC  44,3,pagina_web;manual;fotos
10314,COLETE REFLETIVO AM 4 BOLSOS TAM GG WORKER,3,pagina_web;manual;fotos
10318,CINTURAO DE FERRAMENTAS WORKER,3,pagina_web;manual;fotos
10352,CHAPA PRETA 3/4 2X1.20,3,pagina_web;manual;fotos
10354,"TELHA GALVALUME 1,0 (PROMO)",3,pagina_web;manual;fotos
10356,"TELHA GALVALUME 2,0 (PROMO)",3,pagina_web;manual;fotos
10358,"TELHA GALVALUME 3,0 (PROMO)",3,pagina_web;manual;fotos
10360,"TELHA GALVALUME 4,0 (PROMO)",3,pagina_web;manual;fotos
10362,"TELHA GALVALUME 5,0 (PROMO)",3,pagina_web;manual;fotos
10364,"TELHA GALVALUME 6,0 (PROMO)",3,pagina_web;manual;fotos
10370,"BARRA REDONDA TRASMISSÃO LISA 25MM COM 0,50 CM",3,pagina_web;manual;fotos
10376,BOTA ELASTICO VQ BICO N 41 WORKER,3,pagina_web;manual;fotos
10378,BOTA ELASTICO VQ BICO N 42 WORKER,3,pagina_web;manual;fotos
10380,BOTA ELASTICO VQ BICO N 43 WORKER,3,pagina_web;manual;fotos
10388,SERRA MARMORE 9815 1200W 127 V SKILL,3,pagina_web;manual;fotos
10390,PARAFUSO SEXTAVADO SOBREPOR 3/16 X 50  CISER,3,pagina_web;manual;fotos
10396,BOTA SEG VELCRO NOBUCK CAFE Nº 39 MARLUVAS,3,pagina_web;manual;fotos
10398,BOTA SEG VELCRO NOBUCK CAFE Nº 40 MARLUVAS,3,pagina_web;manual;fotos
10400,BOTA SEG VELCRO NOBUCK CAFE Nº 42 MARLUVAS,3,pagina_web;manual;fotos
10408,FURADEIRA MAKITA S/MALETA 220 V HP1640,3,pagina_web;manual;fotos
10416,SERRA MARMORE MAKITA 220 V C/ 2 DISCOS,3,pagina_web;manual;fotos
10420,SERRA TICO TICO MAKITA 127 V 4327 P,3,pagina_web;manual;fotos
10428,FURADEIRA DE IMPACTO S/MALETA WESCO 220 V 550W WS3173,3,pagina_web;manual;fotos
10430,FURADEIRA IMPAC 127 V 550W WS3173 WESCO S/MALETA,3,pagina_web;manual;fotos
10432,FURADEIRA DE IMPACTO S/MALETA WESCO 127 V 800W WS3179U,3,pagina_web;manual;fotos
10434,FURADEIRA DE IMPACTO S/MALETA WESCO 220 V 750W WS3174,3,pagina_web;manual;fotos
10436,ESMERILHADEIRA WESCO 4.1/2 127V 750W WS4740U,3,pagina_web;manual;fotos
10438,ESMERILHADEIRA WESCO 4.1/2 220V 750W WS4740U,3,pagina_web;manual;fotos
10440,PILHA ALCALINA AA PEQUENA - DURACELL,3,pagina_web;manual;fotos
10442,PILHA ALCALINA  AAA PALITO,3,pagina_web;manual;fotos
10444,PILHA ZINCO AA  PEQUENA,3,pagina_web;manual;fotos
10446,PILHA ZINCO AAA PALITO - DURACELL,3,pagina_web;manual;fotos
10454,TUBO METALON 15 X 15 X 16,3,pagina_web;manual;fotos
10458,BOTA SEG VELCRO NOBUCK CAFE Nº 41 MARLUVAS,3,pagina_web;manual;fotos
10478,OLEO SOLUVEL 1 LITRO VONDER,3,pagina_web;manual;fotos
10480,RODIZIO 1.1/4 GIR. PL  RODA PP (2796),3,pagina_web;manual;fotos
10482,RODIZIO 1.1/2 GIR. PL  RODA PP (5077),3,pagina_web;manual;fotos
10484,RODIZIO 1.5/8 GIR. PL  RODA PP (2797),3,pagina_web;manual;fotos
10492,"TELHA GALVALUME 2,5 (PROMO)",3,pagina_web;manual;fotos
10494,"TELHA GALVALUME 3,5 (PROMO)",3,pagina_web;manual;fotos
10496,"TELHA GALVALUME 4,5 (PROMO)",3,pagina_web;manual;fotos
10498,"TELHA GALVALUME 5,5 (PROMO)",3,pagina_web;manual;fotos
10506,PERFIL U SIMPLES 50 X 1.80 MM (ABA 25),3,pagina_web;manual;fotos
10508,"ARAME MIG 0,8 MM 1 KG * SEM GAS",3,pagina_web;manual;fotos
10510,"ARAME MIG VONDER 0,8 MM 5 KG * P/ MAQ. SEM GAS",3,pagina_web;manual;fotos
10512,"ARAME MIG 0,8 MM 5 KG P/ MAQ. COM GAS",3,pagina_web;manual;fotos
10530,EMPOSTA PARA PORTA DE AÇO 16 ( 6 METROS ),3,pagina_web;manual;fotos
10534,TRENA A LASER 20MT PROFESSIONAL *,3,pagina_web;manual;fotos
10546,CARVÃO ESMER MAKITA 3655 100 010,3,pagina_web;manual;fotos
10560,CALHA GALV MT,3,pagina_web;manual;fotos
10566,BOTA SEG VELCRO NOBUCK PRETO 41 MARLUVAS,3,pagina_web;manual;fotos
10568,BOTA SEG VELCRO NOBUCK PRETO 40 MARLUVAS,3,pagina_web;manual;fotos
10576,TUBO METALON 20 X 20 X 20 PROMO,3,pagina_web;manual;fotos
10578,TUBO METALON 30 X 20 X 18 PROMO,3,pagina_web;manual;fotos
10580,TUBO METALON 30 X 30 X 18 PROMO,3,pagina_web;manual;fotos
10582,TUBO METALON 50 X 30 X 18 PROMO,3,pagina_web;manual;fotos
10584,TUBO METALON 70 X 30 X 18 PROMO,3,pagina_web;manual;fotos
10588,DOBRADICA PORTA LOX 3.1/2X3 3PÇ,3,pagina_web;manual;fotos
1059,ABRACADEIRA S/FIM 2.1/2 X 3'' 64 X 76 MM *,3,pagina_web;manual;fotos
10606,"TELHA GALVALUME ONDULADA 2 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
10618,TALHADEIRA 3/4 X 12 C/ EMPUNHADURA LARANJA 8205.59.00,3,pagina_web;manual;fotos
10620,TALHADEIRA 3/4 X 10 C/ EMPUNHADURA LARANJA,3,pagina_web;manual;fotos
10624,TUBO METALON 20 X 20 X 18 PROMO,3,pagina_web;manual;fotos
10626,BOBINA PRONTA 4.5 METROS * EMP2,3,pagina_web;manual;fotos
