idsubproduto,nome_produto,n_lacunas,lacunas
4485,"TELHA TERMO ISOPOR GALV TRAP 3,5 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4486,SAPATA 1/4 (60 X 60),3,pagina_web;manual;fotos
4490,"CHAPA DE ALUMINIO 1,0 MM = 3,00 X 1,25",3,pagina_web;manual;fotos
4491,"ESMERILHADEIRA ANG MAKITA M0920B 7"" 127 V *",3,pagina_web;manual;fotos
4494,"SERRA COPO BIMETAL 102MM - 4"" *",3,pagina_web;manual;fotos
45,PORTA ELETRODO 300A *,3,pagina_web;manual;fotos
4501,CHAPA EXPANDIDA 100 X 45 X 3/16 = 3 X 1,3,pagina_web;manual;fotos
4502,"TELHA GALVALUME ONDULADA 3 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4503,"TELHA GALVALUME ONDULADA 4 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4504,"TELHA GALVALUME ONDULADA 5 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4505,"TELHA GALVALUME ONDULADA 6 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4506,"TELHA GALVALUME ONDULADA 7 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4507,"TELHA GALVALUME ONDULADA 8 METROS COBRE 0,98 MT",3,pagina_web;manual;fotos
4508,"TUBO GALVANIZADO C/ ROSCA 2'' X 3,75 DIN2440 NBR5580M CM (60",3,pagina_web;manual;fotos
4517,"TELHA TERMO ISOPOR GALV TRAP 4,0 MT COBRE 0,98 MT *",3,pagina_web;manual;fotos
4518,"TELHA TERMO ISOPOR GALV TRAP 3,0 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4521,"TELHA TERMO ISOPOR GALV TRAP 6,0 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4522,PREGO C/ 2 CABECAS 18 X 30 *,3,pagina_web;manual;fotos
4524,"TELHA TERMO ISOPOR GALV TRAP 6,5 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4525,"TELHA TERMO ISOPOR GALV TRAP 5,0 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4528,MARTELETE ROMPEDOR MAKITA 24 MM HR2470 800W 220 V *,3,pagina_web;manual;fotos
453,EMPOSTA GALVANIZADA 18 ( 2 METROS ),3,pagina_web;manual;fotos
454,EMPOSTA GALVANIZADA 18 ( 3 METROS ),3,pagina_web;manual;fotos
4553,PASTA PARA SOLDA 110 GRAMAS *,3,pagina_web;manual;fotos
4562,CORDA DE SEDA COLORIDA 10 MM *,3,pagina_web;manual;fotos
4563,"TOCHA TIG 26 V 3,5 M CONECTOR 13MM ( BINZEL ) *",3,pagina_web;manual;fotos
4564,"ELETRODO TUNGSTENIO 2,4 X 150 MM (PARA FERRO) *",3,pagina_web;manual;fotos
4565,"ELETRODO TUNGSTENIO 3,2 X 150 MM (PARA FERRO) *",3,pagina_web;manual;fotos
4568,ZARCAO SOLVENTEX 969 PRETO 3.6L *,3,pagina_web;manual;fotos
4570,TUBO PRETO 1.1/2 X 14 (48 30 EXT),3,pagina_web;manual;fotos
46,PORTA ELETRODO 400A *,3,pagina_web;manual;fotos
468,ESQUADRO MAGNETICO 25KG,3,pagina_web;manual;fotos
469,CORDA DE SEDA COLORIDA 8 MM *,3,pagina_web;manual;fotos
47,PORTA ELETRODO 500A *,3,pagina_web;manual;fotos
4701,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 3 MT",3,pagina_web;manual;fotos
4702,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 4 MT",3,pagina_web;manual;fotos
4703,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 5 MT",3,pagina_web;manual;fotos
4704,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 6 MT",3,pagina_web;manual;fotos
4705,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 7 MT",3,pagina_web;manual;fotos
4706,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 8 MT",3,pagina_web;manual;fotos
4707,"TELHA TERMO ISOPOR GALV TRAP 5,5 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4715,REMOVEDOR DE FERRUGENS 250ML WMAX,3,pagina_web;manual;fotos
4718,"TELHA TERMO ISOPOR GALV TRAP 7,0 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
4726,TRENA A LASER 50MT PROFESSIONAL *,3,pagina_web;manual;fotos
4728,CADEADO PADO 50 MM *,3,pagina_web;manual;fotos
4738,"FERROLACK 3,6L CINZA *",3,pagina_web;manual;fotos
4739,"FERROLACK 0,9L CINZA *",3,pagina_web;manual;fotos
4742,"CINTA AMARRAR CARGA CG 3525/2000 KGF 5,00M",3,pagina_web;manual;fotos
4743,"CINTA AMARRAR CARGA 3,0 TON COM CATRACA 300 ( 10 METROS ) *",3,pagina_web;manual;fotos
4746,"TELHA TERMO ISOPOR GALV TRAP 4,5 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
481,SERRA COPO BIMETAL (DIV) 19MM - 3/4 *,3,pagina_web;manual;fotos
485,ESMERILHADEIRA ANG BOSCH GWS 700 AZUL 710W 110 V *,3,pagina_web;manual;fotos
4854,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 2 MT",3,pagina_web;manual;fotos
4855,"PARAFUSO AUTO BROCANTE 12 X 2"" CABECA 5/16 *",3,pagina_web;manual;fotos
4856,MARTELETE PERFURADOR ROMP BOSCH 1125A GBH 2-20 127V *,3,pagina_web;manual;fotos
486,ESMERILHADEIRA ANG BOSCH GWS 22/180 127V - PROF,3,pagina_web;manual;fotos
4867,TELHA GALVALUME TRAP ( SAIA ) 30 CM *,3,pagina_web;manual;fotos
4868,TELHA GALVALUME TRAP ( SAIA ) 40 CM *,3,pagina_web;manual;fotos
4874,FF FLORAO N.00 *,3,especificacao_tecnica;pagina_web;manual
4880,CAVALETE TIPO ANDAIME 100 X 120 * (MAX 7M),3,pagina_web;manual;fotos
4882,"BOCAL CONICO NA 12,5 MM ( MIG / MAG ) *",3,pagina_web;manual;fotos
4883,PORTA BICO M 6 MB 23/24 KD 26 MM ( MIG / MAG ) *,3,pagina_web;manual;fotos
4884,TOCHA MIG/MAG MB 24 KD 3 METROS ( BINZEL ) *,3,pagina_web;manual;fotos
4885,"PINCA D2,4 MM X 50 MM P/TOCHA TIG 26 V ( BINZEL ) *",3,pagina_web;manual;fotos
4886,"PINCA D3,2 MM X 50 MM P/TOCHA TIG 26 V ( BINZEL ) *",3,pagina_web;manual;fotos
4887,"PORTA PINCA D3,2 MM X 50 MM TIG 26 V ( BINZEL ) *",3,pagina_web;manual;fotos
4888,"PORTA PINCA D2,4 MM X 50 MM TIG 26 V ( BINZEL ) *",3,pagina_web;manual;fotos
4889,"BOCAL DE CERAMICA GR7 D 11,0 X 47 MM *",3,pagina_web;manual;fotos
4890,"BOCAL DE CERAMICA GR6 D 9,5 X 47 MM *",3,pagina_web;manual;fotos
4893,FECHADURA STAM 603/07 BUZ 90 MM ( BRANCA ) *,3,pagina_web;manual;fotos
4907,"ARAME PARA SOLDA TIG S -3 1,59 MM KG *",3,pagina_web;manual;fotos
491,"CORRENTE GALVANIZADA 6,50 MM *",3,pagina_web;manual;fotos
4913,"ABRACADEIRA DE NYLON 280 X 3,5 PRETA *",3,pagina_web;manual;fotos
492,"CORRENTE GALVANIZADA 4,00 MM *",3,pagina_web;manual;fotos
493,"CORRENTE GALVANIZADA 5,00 MM *",3,pagina_web;manual;fotos
494,"CORRENTE GALVANIZADA 8,00 MM *",3,pagina_web;manual;fotos
4951,SPRAY COLORGIM USO GERAL 400 ML CORES AMARELO *,3,pagina_web;manual;fotos
4952,SPRAY COLORGIM USO GERAL 400 ML CORES AZUL*,3,pagina_web;manual;fotos
4953,SPRAY CHEMICOLOR USO GERAL 400 ML VERDE,3,pagina_web;manual;fotos
4967,"BOCAL DE CERAMICA GR5 D 9,5 X 47 MM *",3,pagina_web;manual;fotos
500,ESQUADRO STANLEY PROFISSIONAL 12'' ( 305 MM ) *,3,pagina_web;manual;fotos
50006483,PARAFUSO AUTO BROCANTE 14 X 3/4 CABECA 3/8 *,3,pagina_web;manual;fotos
502,ESQUADRO CABO ALUMINIO 12 '' ( 305 MM ) *,3,pagina_web;manual;fotos
50375271,TUBO METALON 70 X 30 X 18,3,pagina_web;manual;fotos
5052,CHAPA EXPANDIDA 100 X 45 X 1/8 = 3 X 1,3,pagina_web;manual;fotos
514,MOTOR ESMERIL BANCADA 6'' FAMASTIL 360W,3,pagina_web;manual;fotos
518,FECHADURA PAPAIZ 140 2 VOLTAS *,3,pagina_web;manual;fotos
519,FECHADURA PAPAIZ 142 4 VOLTAS *,3,pagina_web;manual;fotos
522,"FERROLACK 3,6L BRANCO *",3,pagina_web;manual;fotos
523,FECHADURA STAM 1001 2 VOLTAS *,3,pagina_web;manual;fotos
524,FECHADURA STAM 1002 3 VOLTAS *,3,pagina_web;manual;fotos
546,FECHADURA STAM 1601/10 INOX,3,pagina_web;manual;fotos
556,EMPOSTA GALVANIZADA 18 ( 6 METROS ),3,pagina_web;manual;fotos
5569,"TUBO PRETO 4 1/2 X 2,00MM (114,30 EXT PORTA ACO)",3,pagina_web;manual;fotos
557,ABRACADEIRA TIPO COPO 1'' *,3,pagina_web;manual;fotos
5570,ELETRODO ESAB OK SERRALHEIRO 2.50 MM *,3,pagina_web;manual;fotos
5571,ELETRODO ESAB OK SERRALHEIRO 3.25 MM *,3,pagina_web;manual;fotos
5579,"PERFIL U ENRIJ 100 X 50 X 17 X 3,00MM #",3,pagina_web;manual;fotos
558,ABRACADEIRA TIPO COPO 1.1/2 *,3,pagina_web;manual;fotos
5580,BARRA CHATA 2 X 5/16,3,pagina_web;manual;fotos
5581,"PERFIL U ENRIJ 100 X 50 X 15 X 2,00MM #",3,pagina_web;manual;fotos
5582,"PERFIL U ENRIJ 127 X 50 X 17 X 2,00 MM #",3,pagina_web;manual;fotos
5583,"PERFIL U ENRIJ 75 X 40 X 15 X 2,00 MM #",3,pagina_web;manual;fotos
559,ABRACADEIRA TIPO COPO 1/2 *,3,pagina_web;manual;fotos
5590,CARRINHO DE MAO 80L/ 150KG - TRATOR,3,pagina_web;manual;fotos
5596,CANTONEIRA MAO FRANCESA TORCIDA 20 CM BRANCO,3,pagina_web;manual;fotos
560,ABRACADEIRA TIPO COPO 2'' *,3,pagina_web;manual;fotos
5615,GARRA NEGATIVA 500A *,3,pagina_web;manual;fotos
5621,TALHADEIRA 400MM X 20 MM PLUS SDS,3,pagina_web;manual;fotos
5629,BOBINA PRONTA 6 METROS EIXO 1''1/2 *,3,pagina_web;manual;fotos
563,FITA PARA PORTA DE ACO 25MM *,3,pagina_web;manual;fotos
564,FITA ISOLANTE 19 MM ( 5 METROS) *,3,pagina_web;manual;fotos
5643,TRELICA ESTRUTURAL 2''  ( AMARELA ),3,pagina_web;manual;fotos
5648,ESTOPA MULTIUSO 150 GRAMAS *,3,pagina_web;manual;fotos
5649,PREGO ACO C/ CABECA 17 X 27 KG *,3,pagina_web;manual;fotos
565,FITA ISOLANTE 18 MM (10 METROS) *,3,pagina_web;manual;fotos
5654,"TELA ALAMBRADO 2,3MM 15CM X 5 CM X 2M ALTURA *",3,pagina_web;manual;fotos
5657,PRIMER P/ MANTA 1L *,3,pagina_web;manual;fotos
566,FITA ISOLANTE 19 MM (20 METROS) *,3,pagina_web;manual;fotos
567,FITA VEDAROSCA 12MM X 10M *,3,pagina_web;manual;fotos
5672,CANTONEIRA 2 X 5/16,3,pagina_web;manual;fotos
568,FITA VEDAROSCA 18MM X 25M *,3,pagina_web;manual;fotos
5684,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 2,5 MT",3,pagina_web;manual;fotos
5688,"DISCO SUPERCLEAN GS 4,5"" GROSSO",3,pagina_web;manual;fotos
5697,PREGO ACO C/ CABECA 10 X 10 -KG *,3,pagina_web;manual;fotos
5698,PREGO ACO C/ CABECA 12 X 12 -KG *,3,pagina_web;manual;fotos
5699,PREGO ACO C/ CABECA 15 X 15 PCT C/100,3,pagina_web;manual;fotos
57,"CHAPA XADREZ ALUMINIO 1,2 MM = 2,50 X 1,00",3,pagina_web;manual;fotos
5700,PREGO ACO C/ CABECA 17 X 21 -KG *,3,pagina_web;manual;fotos
5708,GRAMPO DISMA P/ GRAMP.DE TAPECEIRO 6MM *C/ 1000PÇS *,3,pagina_web;manual;fotos
572,SILICONE BISNAGA 50 GR INCOLOR *,3,pagina_web;manual;fotos
5729,"TELHA ENC TERMO ISOPOR PINTADA 1,020 MT (30 DIAS) CORES 2 FA",3,pagina_web;manual;fotos
5733,"ROLDANA V CX FECHADA (1.1/2"") (010310) *",3,pagina_web;manual;fotos
5734,"ROLDANA RED 5/8 PINO (2"") (031301) *",3,pagina_web;manual;fotos
5735,"ROLDANA RED 5/8 CX FECHADA (2"") (030311) *",3,pagina_web;manual;fotos
5745,PREGO ACO C/ CABECA 18 X 30 KG *,3,pagina_web;manual;fotos
5748,"ELETRODO DENVER 6013 3,25 MM *",3,pagina_web;manual;fotos
5752,"PERFIL LAMBRI 9G 22 ONDULADO 3.00 X 1,12",3,pagina_web;manual;fotos
5753,PARAFUSO SEXTAVADO 5/16 X 2.1/4 *,3,pagina_web;manual;fotos
5755,DOBRADICA PORTAO HSP 402 20CM *,3,pagina_web;manual;fotos
5759,"FECHO FIO REDONDO FG 2"" *",3,pagina_web;manual;fotos
5764,PATAMAR CARACOL 50CM,3,pagina_web;manual;fotos
5774,ESTILETE GUEPPAR 18MM,3,pagina_web;manual;fotos
5775,CONCERTINA ARAME ESPIRAL LAMIN. 300 MM 08 MT *,3,pagina_web;manual;fotos
5779,ESMERILHADEIRA SKIL 4 1/2 700 W 110 V *,3,pagina_web;manual;fotos
5782,MOTOR 1 CV 4 POLOS MONO FA 2 (N),3,pagina_web;manual;fotos
5791,"PARAFUSADEIRA SKILL 2248 J3 BAT. 4,8V 220V",3,pagina_web;manual;fotos
5792,"PARAFUSADEIRA SKILL 2248 A2 BAT. 4,8V 127V",3,pagina_web;manual;fotos
5793,"PERFIL LAMBRI DIAGONAL 24 GALV 1,90 X 0,99 MT *",3,pagina_web;manual;fotos
5794,"TRELICA ESTRUTURAL 2"" AZUL ( REFORÇADA )",3,pagina_web;manual;fotos
5795,DISCO  14'' X 1/8'' X 1'',3,pagina_web;manual;fotos
5796,"ELETRODO 2,00 MM DENVER",3,pagina_web;manual;fotos
58,"ROLDANA U 3/4 PINO (2"") * (091350)",3,pagina_web;manual;fotos
5806,PERFIL LAMBRI 9G ONDULADO 24 2.50 X 1.05 *,3,pagina_web;manual;fotos
5807,PERFIL LAMBRI 9G ONDULADO 22 2.00 X 1.05,3,pagina_web;manual;fotos
5809,"TRELICA ESTRUTURAL 3"" X 2,00 MM/1.80MM *ALTURA 25 CM",3,pagina_web;manual;fotos
5818,"TELA ALAMBRADO PVC VERDE 10CM X 5CM X 1,50 ALTURA *",3,pagina_web;manual;fotos
5821,"TELHA TERMO ISOPOR GALV TRAP 2,5 MT COBRE 0,98 MT",3,pagina_web;manual;fotos
5827,DISCO NORTON 7'' X 1/16'' X 7/8''INOX CLASSIC,3,pagina_web;manual;fotos
5832,BATERIA DE LITIUM 3V CARTELA COM 2 UNIDADES (B) *,3,pagina_web;manual;fotos
5837,LUVA MISTA PETROLEIRA PUNHO 7,3,pagina_web;manual;fotos
5839,"TRELICA ESTRUTURAL 4"" X 2,00 MM/1.80MM *ALTURA 40 CM",3,pagina_web;manual;fotos
5843,BOTA SEG VELCRO NOBUCK CAFE Nº 41,3,pagina_web;manual;fotos
5848,BOTA ELASTICO 39 - MARLUVAS,3,pagina_web;manual;fotos
5854,ABAFADOR DE RUIDO - 19 DBS *,3,pagina_web;manual;fotos
5855,ABAFADOR DE RUIDO - 21 DBS *,3,pagina_web;manual;fotos
5856,ESPUMA EXPANSIVA 500ML *,3,pagina_web;manual;fotos
5857,"FERROLACK 0,9L PRETO",3,pagina_web;manual;fotos
5858,"FERROLACK 3,6L PRETO",3,pagina_web;manual;fotos
5866,HASTE DE ALUMINIO 30CM *,3,pagina_web;manual;fotos
5872,TELA ONDULADA FIO 18 MALHA 8,3,pagina_web;manual;fotos
5876,"DISCO DE CORTE NORTON 115X1,0X22,2MM (4.1/2""X3/64""X7/8"")",3,pagina_web;manual;fotos
5878,CONVERTEDOR DE FERRUGEM 500ML,3,pagina_web;manual;fotos
588,GANCHO ZINCADO 6 MM *,3,pagina_web;manual;fotos
5880,RESPIRADOR DOBRAVEL PFF3-C/ VALVULA,3,pagina_web;manual;fotos
5882,"SERRA CIRCULAR DWT 7.1/4"" 127V SCD1100",3,pagina_web;manual;fotos
5883,"LIXADEIRA ANG 7"" LAD1407 127V DWT *",3,pagina_web;manual;fotos
5886,SERRA TICO-TICO DWT TTD400 400W 127V,3,pagina_web;manual;fotos
5888,TUPIA DWT TLD506 127V PARA LAMINADOS,3,pagina_web;manual;fotos
589,GANCHO ZINCADO 8 MM *,3,pagina_web;manual;fotos
5890,"FURADEIRA IMPAC DWT 3/8"" FID595 127V",3,pagina_web;manual;fotos
5891,"FURADEIRA IMPAC DWT 1/2"" FID852 127V",3,pagina_web;manual;fotos
5894,"ESMERILHADEIRA 4.1/2"" EAD754 127V DWT *",3,pagina_web;manual;fotos
5895,"ESMERILHADEIRA 5"" EAD865 127V DWT *",3,pagina_web;manual;fotos
5899,"ROLDANA V BG CX FECHADA (2.1/2"") (910312)",3,pagina_web;manual;fotos
5901,"ROLDANA V BG CX FECHADA (2"") * ( 910311 )",3,pagina_web;manual;fotos
5902,"ROLDANA U 1/2 BG CX FECHADA (2"") (980320) *",3,pagina_web;manual;fotos
5903,"ROLDANA V BG CX FECHADA (3"") (910313)",3,pagina_web;manual;fotos
5904,"ROLDANA U 1/2 BG CX FECHADA (3"") (980322)",3,pagina_web;manual;fotos
5906,"FORRO PVC QUIMIPLAST 3,5 MT 7MM FRISADO",3,pagina_web;manual;fotos
5907,FORRO PVC QUIMIPLAST 4 MT 7MM FRISADO,3,pagina_web;manual;fotos
5908,FORRO PVC QUIMIPLAST 5 MT 7MM FRISADO,3,pagina_web;manual;fotos
5909,FORRO PVC QUIMIPLAST 6 MT 7MM FRISADO,3,pagina_web;manual;fotos
5910,FORRO PVC QUIMIPLAST 7 MT 7MM FRISADO,3,pagina_web;manual;fotos
5922,FINCAPINO ANCORA MAGAZINADO AMARELO 27 *,3,pagina_web;manual;fotos
5923,PINO ANCORA C/ ROSCA ACAO INDIRETA 1/4 X 27 X 20 *,3,pagina_web;manual;fotos
5924,PINO ANCORA LISO C/ CLIPE 13MM ACAO INDIRETA 1/4 X 28 MM *,3,pagina_web;manual;fotos
5944,JAQUETA/CONE P/CHUMB 3/8 *,3,pagina_web;manual;fotos
5946,PROLONGADOR CHUMBADOR 3/8,3,pagina_web;manual;fotos
5947,PROLONGADOR CHUMBADOR 5/16,3,pagina_web;manual;fotos
5951,"MANDRIL APERTO RAPIDO, 1 - 10 MM, ROSCA 1/2 POL",3,pagina_web;manual;fotos
5953,"TESOURA PARA CHAPA 10"" RETA CORTE RETO",3,pagina_web;manual;fotos
5954,ESQUADRO MAGNETICO 10KG,3,pagina_web;manual;fotos
5969,CHUMBADOR CBA 5/8X115 C/PR *,3,pagina_web;manual;fotos
5973,CAIXA PARA FURADEIRA - 30X30X8 *,3,pagina_web;manual;fotos
5976,"CAIXA PARA FERRAMENTAS,FURADEIRA E LIXADEIRA - 50X30X18 *",3,pagina_web;manual;fotos
5977,CAIXA PARA FERRAMENTAS E FURADEIRA - 30X30X18 *,3,pagina_web;manual;fotos
5978,CAIXA PARA SERRA MARMORE - 25X25X20 *,3,pagina_web;manual;fotos
5979,CAIXA PARA BROCAS DE FURADEIRA - 18X10X6 *,3,pagina_web;manual;fotos
5981,SILICONE PU CINZA  380G,3,pagina_web;manual;fotos
5985,SERRA COPO DIAMANTADA 19MM X 150MM,3,pagina_web;manual;fotos
5986,SERRA COPO DIAMANTADA 25MM X 150MM,3,pagina_web;manual;fotos
5987,SERRA COPO DIAMANTADA 35MM X 150MM,3,pagina_web;manual;fotos
5988,SERRA COPO DIAMANTADA 40MM X 150MM,3,pagina_web;manual;fotos
5989,SERRA COPO DIAMANTADA 50/53MM X 150MM,3,pagina_web;manual;fotos
5990,SERRA COPO DIAMANTADA 60MM X 150MM,3,pagina_web;manual;fotos
5991,BATIDA DE PEDRA CARPLAST 900ML PRETA *,3,pagina_web;manual;fotos
5994,GAS DE MACARICO 400GR,3,pagina_web;manual;fotos
5995,"TALHA MANUAL 1,0T CORREN 3MT",3,pagina_web;manual;fotos
5996,"TALHA MANUAL 0,5T CORREN 5MT *",3,pagina_web;manual;fotos
5998,FORMA LAJE 125 X 30 X 2.65 X 7.000MM,3,pagina_web;manual;fotos
5999,"PERFIL LAMBRI RETANGULAR 3,00 X 1,02MT  0,75MM",3,pagina_web;manual;fotos
6000,"PERFIL LAMBRI RETANGULAR 2  X 1,02 MT  0,75MM",3,pagina_web;manual;fotos
6001,TELA ARTICULADA FIO 12 MALHA 50 ( GALVANIZADA ) * 2 X 1,3,pagina_web;manual;fotos
6002,DISCO DE CORTE 4.1/2 INOX BESTFER,3,pagina_web;manual;fotos
6007,BOTA SEG VELCRO NOBUCK PRETO 43 MARLUVAS,3,pagina_web;manual;fotos
6008,BOTA SEG VELCRO NOBUCK PRETO 44 MARLUVAS,3,pagina_web;manual;fotos
601,HASTE DE ALUMINIO 15CM *,3,pagina_web;manual;fotos
602,HASTE DE ALUMINIO 20CM *,3,pagina_web;manual;fotos
603,HASTE DE ALUMINIO 25CM *,3,pagina_web;manual;fotos
604,HASTE DE FERRO ZINCADO 15CM *,3,pagina_web;manual;fotos
6040,"COLUNA ACO P/ C. ARM. 10,0 MM (7X14) 6M",3,pagina_web;manual;fotos
6041,"ROLDANA RED 1/2 BG CX FECHADA (2"") *",3,pagina_web;manual;fotos
6044,"ELETRODO 2,00 MM GUEPAR",3,pagina_web;manual;fotos
6045,"CHAPA XADREZ ALUMINIO 2,7 MM = 2.50 X 1,25",3,pagina_web;manual;fotos
6047,SERRA MARMORE BOSCH TITAN GDC150 127V *,3,pagina_web;manual;fotos
6048,BARRA ROSCADA ESTRUTURAL 5/8,3,pagina_web;manual;fotos
6049,PORCA SEXTAVADA 2H 5/8,3,pagina_web;manual;fotos
605,HASTE DE FERRO ZINCADO 20CM *,3,pagina_web;manual;fotos
6050,ARRUELA LISA 5/8,3,pagina_web;manual;fotos
6052,"STELL DECK SD 0,95MM 75X850",3,pagina_web;manual;fotos
6055,CINTA E CATRACA AUTOMATICA 600KG 2.50 CM X 3M,3,pagina_web;manual;fotos
6057,"ELETRODO 6013 2,50 MM ARCAFER",3,pagina_web;manual;fotos
6059,BARRA REDONDA 9/16 ACO 1045 TREFILADA,3,pagina_web;manual;fotos
606,HASTE DE FERRO ZINCADO 25CM *,3,pagina_web;manual;fotos
6063,"TELA ALAMBRADO 5X5CM FIO 1,90MM 1,22M DE ALTURA",3,pagina_web;manual;fotos
6064,"TELA ALAMBRADO 5X5CM FIO 1,90MM 1,52M DE ALTURA",3,pagina_web;manual;fotos
6065,"TELA ALAMBRADO 5 X15CM FIO 2,30MM 1,00M DE ALTURA",3,pagina_web;manual;fotos
6066,"TELA ALAMBRADO 5X15CM FIO 2,30MM 1,20M DE ALTURA",3,pagina_web;manual;fotos
6067,"TELA ALAMBRADO 5X15CM FIO 2,30MM 1,50M DE ALTURA",3,pagina_web;manual;fotos
6069,RODIZIO PRETO CORAL 158 GIR C ESP BP (6503) ATE 30KG,3,pagina_web;manual;fotos
607,HASTE DE FERRO ZINCADO 30CM *,3,pagina_web;manual;fotos
6070,RODIZIO PRETO CORAL 158 GIR C FREIO C ESP R.BP (6504) ATE 30,3,pagina_web;manual;fotos
6071,RODIZIO PRETO 158 GIR C ESPIGA RODA BP (6507) ATE 30KG,3,pagina_web;manual;fotos
6072,RODIZIO PRETO 158 GIR C PL 60X43 RODA BP (6045) ATE 30KG,3,pagina_web;manual;fotos
6073,RODIZIO GIR 158 PRETO CORAL C PLA 60X43 RODA BP (6233) ATE 3,3,pagina_web;manual;fotos
6074,RODIZIO GIR 158 PR CORAL C PLA 60X43 FREIO R.BP (6235) ATE 3,3,pagina_web;manual;fotos
6075,RODIZIO PRETO 158 GIR FREIO C PL 60X43 R.BP (6047) ATE 30KG,3,pagina_web;manual;fotos
6076,RODIZIO PRETO 158 GIR FREIO C ESP R.BP (6508) ATE 30KG,3,pagina_web;manual;fotos
6077,RODIZIO PRETO 158 FIXO C PL 60X43 RODA BP (6046) ATE 30KG,3,pagina_web;manual;fotos
6078,RODIZIO FIXO 158 PR CORAL C PLA 60X43 BP (6234) ATE 30KG,3,pagina_web;manual;fotos
6079,RODIZIO PR CORAL 210 GIR ESP R.BP (6505) ATE 50KG,3,pagina_web;manual;fotos
608,HASTE DE FERRO ZINCADO 50CM *,3,pagina_web;manual;fotos
6080,RODIZIO PR CORAL 210 GIR FREIO C ESP R.BP (6506) ATE 50KG,3,pagina_web;manual;fotos
6081,RODIZIO PR 210 GIR C ESP R.BP (6509) ATE 50KG,3,pagina_web;manual;fotos
6082,RODIZIO GIR 210 PR CORAL C PL 72X52 RODA (6236) ATE 50KG,3,pagina_web;manual;fotos
6083,RODIZIO GIR 210 PR CORAL C PL 72X52 FREIO (6238) ATE 50KG,3,pagina_web;manual;fotos
6084,RODIZIO PRETO 210 GIR C PL 72X52 RODA BP (6048) ATE 50KG,3,pagina_web;manual;fotos
6085,RODIZIO PRETO 210 GIR C PL E FRE 72X52 R.BP (6050) ATE 50KG,3,pagina_web;manual;fotos
6086,RODIZIO PRETO 210 GIR FREIO C ESP R.BP (6510) ATE 50KG,3,pagina_web;manual;fotos
6087,RODIZIO FIXO 210 PR CORAL C PL 72X52 RODA BP (6237) ATE 50KG,3,pagina_web;manual;fotos
6088,RODIZIO PRETO 210 FIXO C PL 72X52 RODA BP (6049) ATE 50KG,3,pagina_web;manual;fotos
6089,RODIZIO GIR 312 PR CORAL C ESP 1 2 RODA BP (6595) ATE 70KG,3,pagina_web;manual;fotos
609,GRAMPO P/ CERCA 1 X 9 PCT 1KG,3,pagina_web;manual;fotos
6090,RODIZIO GIR 312 PR CORAL FREIO C ESP1 2 R.BP (6596) ATE 70KG,3,pagina_web;manual;fotos
6091,RODIZIO GIR 312 PR CORAL C PL 80X105 RODA BP (6239) ATE 70KG,3,pagina_web;manual;fotos
6092,RODIZIO GIR 312 PR CORAL C PL 80X105 FREIO R.BP (6241) ATE 7,3,pagina_web;manual;fotos
6094,RODIZIO PRETO CORAL 414 GIR.C PL 113X100 R. PU (4804) ATE 14,3,pagina_web;manual;fotos
6095,RODIZIO PRETO CORAL 414 GIRATORIO C PL 113X100 FREIO E R.PU,3,pagina_web;manual;fotos
6096,RODIZIO PRETO CORAL 414 FIX.C PL 113X100 R. PU (4808) ATE 14,3,pagina_web;manual;fotos
6097,SPRAY COLORGIM USO GERAL 400 ML CORES BRANCO,3,pagina_web;manual;fotos
6099,KIT DE BROCAS E BITS VLINE C/ 41 UNIDADES,3,pagina_web;manual;fotos
6100,KIT DE BROCAS E BITS VLINE C/ 91 UNIDADES,3,pagina_web;manual;fotos
6105,"TUBO GALVANIZADO C/ ROSCA 2.1/2 X 3,75 NBR5580 M DIN2440",3,pagina_web;manual;fotos
6123,BUCHA D8 PARAF CABECA CHATA FISCHER C/50,3,pagina_web;manual;fotos
6125,BUCHA D10 PARAF CABECA CHATA FISCHER C/25,3,pagina_web;manual;fotos
6127,CILINDRO 90MM BUZIOS,3,pagina_web;manual;fotos
613,GRAMPO TIPO U 4 X 3/8*,3,pagina_web;manual;fotos
